text,clean_text,label,label_final,binary_label,label_merge
"Saya mendapat nilai memuaskan, namun saya tidak merasa itu hal yang positif karena banyak teman lain juga dapat nilai memuaskan.","saya mendapat nilai memuaskan, namun saya tidak merasa itu hal yang positif karena banyak teman lain juga dapat nilai memuaskan.",No Distortion,No Distortion,Tidak,No Distortion → Tidak
Temanku tidak mau menyapa ketemu di jalan $saya kira dia sombong$ ternyata di lupa kalau pernah 1 kelas sama saya,temanku tidak mau menyapa ketemu di jalan $saya kira dia sombong$ ternyata di lupa kalau pernah 1 kelas sama saya,Mind Reading,Jumping to Conclusions,Ya,Mind Reading → Ya
"ketika saya mengikuti pertandingan dan saya mengalami kekalahan padahal ketika berproses saya sudah berusaha semaksimal mungkin,dan saya jadi menyalahkan diri sendiri kenapa tidak berusaha lebih keras lagi","ketika saya mengikuti pertandingan dan saya mengalami kekalahan padahal ketika berproses saya sudah berusaha semaksimal mungkin,dan saya jadi menyalahkan diri sendiri kenapa tidak berusaha lebih keras lagi",No Distortion,No Distortion,Tidak,No Distortion → Tidak
"$Saya merasa juga teman saya tidak menyukaiku saat aku bertanya tugas kepadanya$,apakah mungkin karna aku terlalu sering bertanya kepadanya yang membuat dia jengkel,tapi ternyata dia tidak medengar perkataanku karna sedang memakai headset","$saya merasa juga teman saya tidak menyukaiku saat aku bertanya tugas kepadanya$,apakah mungkin karna aku terlalu sering bertanya kepadanya yang membuat dia jengkel,tapi ternyata dia tidak medengar perkataanku karna sedang memakai headset",Mind Reading,Jumping to Conclusions,Ya,Mind Reading → Ya
"Saya rasa, suatu kompetisi adalah hal yang buruk karena hal tersebut dapat mengubah keaslian seseorang dalam mengekspresikan entah itu seni, karakter dan lain-lain.","saya rasa, suatu kompetisi adalah hal yang buruk karena hal tersebut dapat mengubah keaslian seseorang dalam mengekspresikan entah itu seni, karakter dan lain-lain.",No Distortion,No Distortion,Tidak,No Distortion → Tidak
Saat mendapatkan juara 2 pada perlombaan merasa tidak puas. $Karena diatas saya masih ada yang lebih lagi.$,saat mendapatkan juara 2 pada perlombaan merasa tidak puas. $karena diatas saya masih ada yang lebih lagi.$,Discounting the positives,Discounting the positives,Ya,Discounting the positives → Ya
Saya akan $bercerita mengenai diri saya kepada teman yang mau menjaga rahasia jika tidak saya tidak akan bercerita$,saya akan $bercerita mengenai diri saya kepada teman yang mau menjaga rahasia jika tidak saya tidak akan bercerita$,All-or-nothing,All-or-nothing,Ya,All-or-nothing → Ya
Saya selalu berusaha untuk produktif saya memiliki support oleh keluarga tapi $saya mendapat komentar negatif dari keluarga yang lain dan saya mengabaikan support dari keluarga utama$,saya selalu berusaha untuk produktif saya memiliki support oleh keluarga tapi $saya mendapat komentar negatif dari keluarga yang lain dan saya mengabaikan support dari keluarga utama$,Mental filter,Mental filter,Ya,Mental filter → Ya
"
Tentu saja, saya bisa menceritakannya. Pada suatu waktu, $saya merasa yakin bahwa sebuah Tempak makan lokal adalah tempat terbaik untuk makan malam hanya karena saya merasakan suasana dan suasana di sana sangat nyaman dan menyenangkan.$ Saya tidak mempertimbangkan alasan logistik seperti harga atau ulasan makanan. Akhirnya, setelah beberapa kunjungan, saya menyadari bahwa suasana itu penting, rasanya sebenarnya tidak sebanding dengan harga yang lebih tinggi dibandingkan dengan restoran lain.","tentu saja, saya bisa menceritakannya. pada suatu waktu, $saya merasa yakin bahwa sebuah tempak makan lokal adalah tempat terbaik untuk makan malam hanya karena saya merasakan suasana dan suasana di sana sangat nyaman dan menyenangkan.$ saya tidak mempertimbangkan alasan logistik seperti harga atau ulasan makanan. akhirnya, setelah beberapa kunjungan, saya menyadari bahwa suasana itu penting, rasanya sebenarnya tidak sebanding dengan harga yang lebih tinggi dibandingkan dengan restoran lain.",Emotional Reasoning,Personalization and Blame,Ya,Emotional Reasoning → Ya
Ketika ada kematian maka saya mulai berpikir akan ada kematian lainnya,ketika ada kematian maka saya mulai berpikir akan ada kematian lainnya,No Distortion,No Distortion,Tidak,No Distortion → Tidak
Nilai saya lebih rendah ketika saya presentasi sendiri dan lebih tinggi ketika saya presentasi dalam kelompok.,nilai saya lebih rendah ketika saya presentasi sendiri dan lebih tinggi ketika saya presentasi dalam kelompok.,Magnification or Minimization,Mental filter,Ya,Magnification or Minimization → Ya
"Saya pertama kuliah offline saya mendpat nilai yang kurang memuaskan pada suatu matkul. Saya merasa nilai tersebut sangat mempengaruhi nilai selanjutnya , $hal tersebut membuat saya berfikiran akan gagal pada matkul tersebut.$","saya pertama kuliah offline saya mendpat nilai yang kurang memuaskan pada suatu matkul. saya merasa nilai tersebut sangat mempengaruhi nilai selanjutnya , $hal tersebut membuat saya berfikiran akan gagal pada matkul tersebut.$",Fortune-telling,Jumping to Conclusions,Ya,Fortune-telling → Ya
Ini sesuai dengan G4 pas presntasi saya kesulitan dalam menjawab pertanyaan,ini sesuai dengan g4 pas presntasi saya kesulitan dalam menjawab pertanyaan,No Distortion,No Distortion,Tidak,No Distortion → Tidak
"Setelah mengerjakan soal UTBK saya merasa bersalah terhadap diri sendiri dan berpikir bahwa $saya seharusnya bisa mengerjakan soal-soal UTBK dengan lebih baik$, $saya seharusnya bisa belajar lebih giat dengan waktu yang saya miliki.$","setelah mengerjakan soal utbk saya merasa bersalah terhadap diri sendiri dan berpikir bahwa $saya seharusnya bisa mengerjakan soal-soal utbk dengan lebih baik$, $saya seharusnya bisa belajar lebih giat dengan waktu yang saya miliki.$",Should statement,Should statement,Ya,Should statement → Ya
"Saya tidak pernah bisa belajar dan memberikan hasil yang maksimal. Saya selalu membandingkan nilai dan pencapaian saya dengan hidup orang lain. Sejak saat itu, $saya merasa saya tidak bisa melakukan apapun dengan baik,$ dan berakhir dengan kekecewaan serta penyesalan.","saya tidak pernah bisa belajar dan memberikan hasil yang maksimal. saya selalu membandingkan nilai dan pencapaian saya dengan hidup orang lain. sejak saat itu, $saya merasa saya tidak bisa melakukan apapun dengan baik,$ dan berakhir dengan kekecewaan serta penyesalan.",Labeling,All-or-nothing,Ya,Labeling → Ya
"Saya kesal ketika melihat orang merokok di tempat umum terlebih lagi di kawasan terbuka yang ditumbuhi pepohonan hijau, bahaya yang mengancam perokok pasif tidak bisa disepelekan.","saya kesal ketika melihat orang merokok di tempat umum terlebih lagi di kawasan terbuka yang ditumbuhi pepohonan hijau, bahaya yang mengancam perokok pasif tidak bisa disepelekan.",No Distortion,No Distortion,Tidak,No Distortion → Tidak
"Saya pernah mengalami ketika saya menelfon wa teman saya tapi tidak di angkat padahal wa nya online, $saya berpikir bahwa dia memang sudah tidak mau berteman dengan saya,$ ternyata teman saya masih harus mengangkat telfon dari orang tua nya","saya pernah mengalami ketika saya menelfon wa teman saya tapi tidak di angkat padahal wa nya online, $saya berpikir bahwa dia memang sudah tidak mau berteman dengan saya,$ ternyata teman saya masih harus mengangkat telfon dari orang tua nya",Mind Reading,Jumping to Conclusions,Ya,Mind Reading → Ya
Saya akan kalah karena merasa minder dengan peserta lainnya.,saya akan kalah karena merasa minder dengan peserta lainnya.,Emotional Reasoning,Personalization and Blame,Ya,Emotional Reasoning → Ya
Ketika saya mengajak tmn ke suatu tempat dan $teman itu sedang berhalangan terkadang saya merasa itu hanya alasan dia untuk tidak menemani saya$,ketika saya mengajak tmn ke suatu tempat dan $teman itu sedang berhalangan terkadang saya merasa itu hanya alasan dia untuk tidak menemani saya$,Mind Reading,Jumping to Conclusions,Ya,Mind Reading → Ya
"Namun ketika seseorang tidak ada, dia menganggap orang tersebut bukan temannya.","namun ketika seseorang tidak ada, dia menganggap orang tersebut bukan temannya.",All-or-nothing,All-or-nothing,Ya,All-or-nothing → Ya
"Saya pernah mendapat nilai yang sangat baik dalam suatu tes, tetapi ketika saya mengerjakan tes tersebut, nilai saya turun.","saya pernah mendapat nilai yang sangat baik dalam suatu tes, tetapi ketika saya mengerjakan tes tersebut, nilai saya turun.",Magnification or Minimization,Mental filter,Ya,Magnification or Minimization → Ya
$Saya yang merasa bahwa teman saya tidak membalas chat saya/lama membalas chat saya adalah karena mereka tidak ingin berkomunikasi dengan saya lagi.$,$saya yang merasa bahwa teman saya tidak membalas chat saya/lama membalas chat saya adalah karena mereka tidak ingin berkomunikasi dengan saya lagi.$,Mind Reading,Jumping to Conclusions,Ya,Mind Reading → Ya
saya pernah membuat hubungan orang renggang karena pacarnya sering curhat ke saya,saya pernah membuat hubungan orang renggang karena pacarnya sering curhat ke saya,No Distortion,No Distortion,Tidak,No Distortion → Tidak
"Tidak pernah, begitu diserahi tanggung jawab, langsung memikirkan cara untuk menyelesaikan","tidak pernah, begitu diserahi tanggung jawab, langsung memikirkan cara untuk menyelesaikan",No Distortion,No Distortion,Tidak,No Distortion → Tidak
"Saya segera mulai berpikir bahwa ini adalah tanda bahwa saya tidak cukup pintar untuk mengikuti kursus tersebut, atau bahwa saya tidak berusaha sebaik mungkin untuk mempersiapkan diri.","saya segera mulai berpikir bahwa ini adalah tanda bahwa saya tidak cukup pintar untuk mengikuti kursus tersebut, atau bahwa saya tidak berusaha sebaik mungkin untuk mempersiapkan diri.",Magnification or Minimization,Mental filter,Ya,Magnification or Minimization → Ya
Saya pernah mengira bahwa setiap bule (kulit putih) pasti kaya. Tetapi ternyata tidak juga.,saya pernah mengira bahwa setiap bule (kulit putih) pasti kaya. tetapi ternyata tidak juga.,No Distortion,No Distortion,Tidak,No Distortion → Tidak
"Aku merasa kalau teman-temanku tidak langsung mengajakku, berarti aku tidak diharapkan.","aku merasa kalau teman-temanku tidak langsung mengajakku, berarti aku tidak diharapkan.",Emotional Reasoning,Personalization and Blame,Ya,Emotional Reasoning → Ya
"Saya sempat memiliki teman yang bercandanya tidak konek dengan saya dan teman teman saya lainnya. Ketika dia mencoba untuk ngejokes, kami kadang tidak mengerti dengan pola pikirnya yang sangat berbeda dengan kami dan oranglain sehingga kami cenderung melabeli dia sebagai orang yang aneh. Lambat laun, kamipun menjauh dari dia dan dia berakhir tidak mempunyai teman dan saya terlambat untuk menyadari bahwa kami hanya tidak dapat mengerti cara berpikirnya.","saya sempat memiliki teman yang bercandanya tidak konek dengan saya dan teman teman saya lainnya. ketika dia mencoba untuk ngejokes, kami kadang tidak mengerti dengan pola pikirnya yang sangat berbeda dengan kami dan oranglain sehingga kami cenderung melabeli dia sebagai orang yang aneh. lambat laun, kamipun menjauh dari dia dan dia berakhir tidak mempunyai teman dan saya terlambat untuk menyadari bahwa kami hanya tidak dapat mengerti cara berpikirnya.",No Distortion,No Distortion,Tidak,No Distortion → Tidak
"Saya pernah mengikuti lomba nyanyi, namun saya kalah. Sejak itu saya takut untuk ikut lomba nyanyi lagi karena saya merasa suara saya jelek.","saya pernah mengikuti lomba nyanyi, namun saya kalah. sejak itu saya takut untuk ikut lomba nyanyi lagi karena saya merasa suara saya jelek.",No Distortion,No Distortion,Tidak,No Distortion → Tidak
"dulu, saya pernah menyatakan perasaan saya melalui secarik kertas kepada teman sekelas saya semasa sekolah. hasilnya memang tidak seindah bunga mawar. dan bahkan hal tersebut tersebar di kelas saya sehingga saya sangat malu, karna hal tersebut menjadi lelucon teman-teman saya (saya suka pada teman saya, bukan bagian ditolak). $Sejak saat itu saya memilih untuk tidak akan lagi mengekspresikan rasa suka/kagum saya pada lawan jenis.$","dulu, saya pernah menyatakan perasaan saya melalui secarik kertas kepada teman sekelas saya semasa sekolah. hasilnya memang tidak seindah bunga mawar. dan bahkan hal tersebut tersebar di kelas saya sehingga saya sangat malu, karna hal tersebut menjadi lelucon teman-teman saya (saya suka pada teman saya, bukan bagian ditolak). $sejak saat itu saya memilih untuk tidak akan lagi mengekspresikan rasa suka/kagum saya pada lawan jenis.$",Mental filter,Mental filter,Ya,Mental filter → Ya
Saya pernah merasa jengkel dengan teman saya karena saya menganggap keseriusannya dalam mengerjakan sesuatu terkadang membuatnya arogan dan tidak sopan.,saya pernah merasa jengkel dengan teman saya karena saya menganggap keseriusannya dalam mengerjakan sesuatu terkadang membuatnya arogan dan tidak sopan.,No Distortion,No Distortion,Tidak,No Distortion → Tidak
"Saat itu ada teman kuliah saya yg sudah melakukan seminar usulan penelitian, $saai tiu saya merasa harus bisa mengimbanginya dalam mengejar pendidikan$","saat itu ada teman kuliah saya yg sudah melakukan seminar usulan penelitian, $saai tiu saya merasa harus bisa mengimbanginya dalam mengejar pendidikan$",Should statement,Should statement,Ya,Should statement → Ya
"saya selalu mendengarkan cerita seseorang dengan baik, tidak jarang saya hanya dimanfaatkan untuk menjadi pendengar, saya tidak masalah dengan hal itu namun ketika saya bercerita atau memberi timbal balik, ternyats saya tidak didengarkan. $saya merasa saya tidak ingin berbagi cerita lagi kepada orang orang karena saya merasa mereka tidak pernah benar benar mendengarkan saya seperti halnya saya mendengarkan mereka$","saya selalu mendengarkan cerita seseorang dengan baik, tidak jarang saya hanya dimanfaatkan untuk menjadi pendengar, saya tidak masalah dengan hal itu namun ketika saya bercerita atau memberi timbal balik, ternyats saya tidak didengarkan. $saya merasa saya tidak ingin berbagi cerita lagi kepada orang orang karena saya merasa mereka tidak pernah benar benar mendengarkan saya seperti halnya saya mendengarkan mereka$",Overgeneralization,Jumping to Conclusions,Ya,Overgeneralization → Ya
"Waktu saya sedang PKL, saya yang baru sekali terjun ke dunia kerja belum terlalu terbisa dengan alat-alat kantor, terutama telepon kantor. Di kantor, saat ada yang menelpon dan ingin mencari atasan, baiknya harus izin terlebih dahulu untuk menanyakan apakah atasan sedang free untuk menerima telepon atau tidak. Dan di telepon kantor tersebut terdapat tombol ‘transfer’ untuk mentransfer panggilan dari telepon 1 ke telepon lainnya. Saat itu, saya merasa saya gegabah dan agak panik, sehingga tanpa menanyakan atasan terlebih dahulu, saya langsung mentransfer panggilan ke atasan yang saat itu sedang bekerja tanpa bertanya terlebih dahulu. Habis itu, saya juga pernah salah mentransfer panggilan dari customer. &Hal-hal seperti itu membuat saya merasa seperti saya adalah penyebab dari masalah yang terjadi (tetapi memang benar).&","waktu saya sedang pkl, saya yang baru sekali terjun ke dunia kerja belum terlalu terbisa dengan alat-alat kantor, terutama telepon kantor. di kantor, saat ada yang menelpon dan ingin mencari atasan, baiknya harus izin terlebih dahulu untuk menanyakan apakah atasan sedang free untuk menerima telepon atau tidak. dan di telepon kantor tersebut terdapat tombol ‘transfer’ untuk mentransfer panggilan dari telepon 1 ke telepon lainnya. saat itu, saya merasa saya gegabah dan agak panik, sehingga tanpa menanyakan atasan terlebih dahulu, saya langsung mentransfer panggilan ke atasan yang saat itu sedang bekerja tanpa bertanya terlebih dahulu. habis itu, saya juga pernah salah mentransfer panggilan dari customer. &hal-hal seperti itu membuat saya merasa seperti saya adalah penyebab dari masalah yang terjadi (tetapi memang benar).&",Personalization and Blame,Personalization and Blame,Ya,Personalization and Blame → Ya
